Atlanta +2.5
Buffalo +7.5
Cleveland +4.5
Cincinnati +3.5
Tennessee -1.5
Minnesota -6.5
Houston +6.5
Tampa_Bay +9.5
Jacksonville -3.5
LA_Chargers -3.5
Washington +.5
Dallas +3.5
Seattle +3.5
Green_Bay -7.5
NY_Jets +6.5
LA_Rams -4.5
----
CINCINNATI +1.5
CAROLINA +5.5
MINNESOTA +1.5
LA_CHARGERS 7.5
HOUSTON +2.5
KANSAS_CITY +5.5
NY_JETS -3.5  
CLEVELAND +8.5
NEW_ENGLAND -2.5
NY_GIANTS +3.5
